0.258834839,0.400253296,1.23348999
0.065261841,0.878341675,0.488098145
0.345687866,0.667037964,0.283126831
0.398651123,1.115982056,-0.137786865
0.811309814,1.074279785,0.044082642
0.707595825,0.841522217,0.219970703
0.305084229,0.709838867,1.212768555
0.561553955,1.163467407,0.080062866
0.273727417,0.886154175,-0.05368042
0.199142456,0.949996948,0.184295654
0.287124634,1.164520264,0.264251709
0.307952881,0.98298645,0.402572632
0.540664673,1.016540527,0.488555908
0.403030396,0.880157471,0.557403564
0.335891724,0.615829468,0.568130493
0.291900635,0.455062866,0.418685913
0.176071167,0.436096191,0.528091431
0.290542603,0.489761353,0.580871582
0.427597046,0.58921814,0.692993164
0.451934814,0.732452393,0.71434021
0.494506836,0.994186401,0.962493896
0.569992065,0.960494995,0.82611084
0.423431396,1.099655151,0.303695679
0.499145508,0.978118896,0.334823608
0.353347778,0.915939331,0.294769287
0.542022705,0.951370239,0.267929077
0.348419189,0.758743286,0.132598877
0.379211426,0.674423218,0.154800415
0.223876953,0.561065674,0.122665405
0.309112549,0.558181763,0.04057312
0.503158569,0.716430664,0.045059204
0.609848022,0.872817993,0.039810181
0.615814209,1.190872192,-0.160339355
0.608093262,1.427337646,-0.296524048
0.556915283,1.605880737,-0.304946899
0.117218018,1.208175659,0.076599121
0.173522949,1.052322388,0.342651367
0.236312866,0.871261597,0.07144165
0.221847534,0.542160034,0.423919678
0.298187256,0.31451416,0.3150177
0.181045532,0.226455688,0.137908936
0.081817627,0.361251831,0.321624756
0.308425903,0.555526733,0.69430542
0.548812866,0.882919312,0.895217896
0.643112183,1.095916748,0.934402466
0.602996826,1.062591553,0.805435181
0.317443848,1.046127319,0.266708374
0.381149292,0.876922607,0.337753296
0.313415527,0.752883911,0.346572876
0.512588501,0.887985229,0.093994141
0.385101318,0.675888062,0.100860596
0.164505005,0.40826416,0.004379272
0.163589478,0.563354492,0.007476807
0.386627197,0.732635498,0.082809448
0.711196899,1.143661499,0.058319092
0.717300415,1.280731201,-0.042724609
0.419006348,1.051895142,-0.233108521
0.540374756,1.410675049,-0.192687988
0.41053772,1.361572266,-0.112121582
0.06427002,1.100280762,0.304519653
0.09602356,1.013977051,0.127639771
0.410583496,0.574584961,0.477661133
0.146484375,0.489639282,0.222991943
0.117706299,0.176757813,0.204208374
0.079666138,0.343017578,0.263473511
0.305831909,0.472198486,0.785598755
0.576980591,0.768783569,1.061798096
0.718704224,0.932098389,1.174865723
0.447402954,0.987136841,0.449829102
0.433105469,1.100967407,0.357070923
0.230377197,0.861526489,0.373703003
0.368896484,0.793884277,0.294586182
0.636138916,0.798675537,0.148620605
0.455123901,0.512481689,0.118988037
0.227462769,0.433837891,-0.004119873
0.147888184,0.525619507,0.1275177
0.580322266,0.824401855,0.100448608
0.821029663,1.004776001,0.011016846
0.679931641,1.126815796,-0.152954102
0.465026855,1.173538208,-0.294723511
0.66116333,1.588729858,-0.434234619
0.363327026,1.33946228,0.248687744
0.289825439,1.16897583,0.308883667
0.284896851,1.107513428,-0.004653931
0.142486572,0.511871338,0.53276062
0.193771362,0.299575806,0.3465271
0.054244995,0.094467163,0.027450562
0.095779419,0.133239746,0.14831543
0.321487427,0.30947876,0.666351318
0.492538452,0.518615723,1.11769104
0.736526489,0.693313599,1.422180176
0.525894165,0.880767822,1.430038452
0.116333008,0.927993774,0.550842285
0.13293457,1.076629639,0.491638184
0.148513794,0.762588501,0.476455688
0.402069092,0.715744019,0.354797363
0.468475342,0.740432739,0.299880981
0.268814087,0.592514038,0.083328247
0.287384033,0.682357788,0.066314697
0.233612061,0.730682373,0.019622803
0.410079956,0.734939575,0.054763794
0.369796753,0.855743408,0.041259766
0.425888062,0.902603149,0.042770386
0.149765015,0.860305786,0.185119629
0.473068237,0.951675415,-0.040756226
0.710693359,0.947402954,-0.103744507
0.590621948,1.332717896,-0.352676392
0.113739014,1.44078064,0.276489258
0.154129028,1.384231567,0.336120605
0.482162476,1.346206665,0.265808105
0.186233521,0.596801758,0.294387817
0.338088989,0.278778076,0.497634888
